"URL","Status","Working"
"https://www.fakir.az/fakir-duo-steam-2in1-buxarli-mop-buxarli-temizleyici-fakir-2184-11-O.png","ERROR","False"
"https://fakirglobal.com/sitare-ice-make-machine-2966-59-K.png","200","True"
"https://images.unsplash.com/photo-1556909114-f6e7ad7d3136?w=400&q=80","200","True"
"https://www.singer.com.tr/assets/img/uploads/product/M1155Black_01.jpg","200","True"
"http://europe.singer.com/cdn/shop/files/tp0uli1r7dbzrovucu4t_60cd7ccc-9dec-4df8-9575-7ec86d9c6162.jpg?v=1743602233","200","True"
"http://europe.singer.com/cdn/shop/files/lixtcff73j9ggnqflb7q.jpg?v=1743602292","200","True"
"http://europe.singer.com/cdn/shop/files/aid2qyl9fw0oicksrpfn.jpg?v=1743602218","200","True"
"https://www.singer.com.tr/assets/img/uploads/product/439_20200204164618.jpg","200","True"
"http://singersa.com/cdn/shop/files/1408-Promise-singer-sewing-machines.jpg?v=1694049916","200","True"
"http://singersewingoutlet.co.uk/cdn/shop/files/Singer1409_b264d860-07f7-4b5e-9c81-c0d88bba9572.jpg?v=1745998088","200","True"
"http://europe.singer.com/cdn/shop/files/bhexn7fizfvjoy1dsz55.jpg?v=1744287258","200","True"
"https://www.singer.com.tr/assets/img/uploads/product/431_20200528111144.jpg","200","True"
"https://static.elitoptimal.az/ElitOptimal/9870548c-2f9a-4528-be26-58e25bb6ce28_Thumb.jpeg","200","True"
"https://storage.irshad.az/products/resized/RWvcU16QCSk1QsZ1n30kwuIU6Vn4Bg5SHU3izH6l.webp","200","True"
"https://storage.irshad.az/products/resized/LEmMRtj0T84Jev7UjTaGTgsj5nhy5T5DvqGc4iUX.webp","200","True"
"https://cdn.megamart.az/products/112408-198717-thickbox.jpg","200","True"
"https://storage.irshad.az/products/resized/GrkPPiYOjEkBLj2CDj2KRvRXyrQJDeOCAPue3kxg.webp","200","True"
"https://storage.irshad.az/products/resized/2xL3VXBVzik4cWvdi4BdP7iwysRpepC9NIekayyi.png","200","True"
"https://cdn.megamart.az/products/112414-198725-thickbox.jpg","200","True"
"https://media.bakuelectronics.az/media/inventImages/IZGARA_GASTRO_GPRS_Rosie_1.webp","200","True"
"https://media.bakuelectronics.az/media/inventImages/Gastro_BKRS_Black-Rosie.webp","200","True"
"https://cdn.megamart.az/products/112439-198815-thickbox.jpg","200","True"
"https://cdn.megamart.az/products/112440-198818-thickbox.jpg","200","True"
